CrsCode,StationName,Easting,Northing,RevisionNumber,Grid Reference,Latitude,Longitude
CUF,Cuffley Rail Station,530700,202800,1,TL 30700 02800,51.708720,-0.10978341
CUM,Culham Rail Station,452915,195276,1,SU 52915 95276,51.653792,-1.2365137
CUA,Culrain Rail Station,257680,894770,1,NH 57680 94770,57.919512,-4.4042705
CUP,Cupar Rail Station,337700,714300,1,NO 37700 14300,56.316986,-3.0087561
CUH,Curriehill Rail Station,317640,668280,1,NT 17640 68280,55.900564,-3.3187513
COW,Cowdenbeath Rail Station,316570,691850,2,NT 16570 91850,56.112090,-3.3431857
CWM,Cwmbran Rail Station,329800,195800,2,ST 29800 95800,51.656584,-3.0162033
CUX,Cuxton Rail Station,571435,166750,1,TQ 71435 66750,51.373925,0.46170860
CYN,Cynghordy Rail Station,280220,240677,1,SN 80220 40677,52.051496,-3.7482105
DSY,Daisy Hill Rail Station,365910,404880,1,SD 65910 04880,53.539451,-2.5158610
DAG,Dalgety Bay Rail Station,314890,684090,1,NT 14890 84090,56.042093,-3.3677205
DMR,Dalmuir Rail Station,248420,671420,1,NS 48420 71420,55.911928,-4.4266808
DLY,Dalry Rail Station,229752,649195,2,NS 29752 49195,55.706219,-4.7110795
DLJ,Dalston Junction Rail Station,533570,184780,1,TQ 33570 84780,51.546114,-0.075137568
DLK,Dalston Kingsland Rail Station,533525,185005,2,TQ 33525 85005,51.548147,-0.075700823
DLS,Dalston (Cumbria) Rail Station,336600,550600,1,NY 36600 50600,54.846175,-2.9888519
DLT,Dalton Rail Station,323100,473800,1,SD 23100 73800,54.154235,-3.1790027
DLW,Dalwhinnie Rail Station,263420,784900,2,NN 63420 84900,56.935168,-4.2461984
DNY,Danby Rail Station,470685,508410,2,NZ 70685 08410,54.466152,-0.91095580
DCT,Danescourt Rail Station,314447,178674,2,ST 14447 78674,51.500504,-3.2339168
DZY,Danzey Rail Station,412305,269650,2,SP 12305 69650,52.324811,-1.8208772
DAN,Darnall Rail Station,439170,387687,2,SK 39170 87687,53.384583,-1.4125671
DSM,Darsham Rail Station,640480,269720,1,TM 40480 69720,52.272998,1.5234700
DFD,Dartford Rail Station,554314,174378,1,TQ 54314 74378,51.447369,0.21924780
DWN,Darwen Rail Station,369400,422500,2,SD 69400 22500,53.698034,-2.4649397
DAT,Datchet Rail Station,498740,176970,1,SU 98740 76970,51.483075,-0.57942189
DVN,Davenport Rail Station,389925,388240,2,SJ 89925 88240,53.390899,-2.1529578
DWL,Dawlish Rail Station,296400,76700,2,SX 96400 76700,50.580819,-3.4646252
DWW,Dawlish Warren Rail Station,297930,78660,2,SX 97930 78660,50.598709,-3.4435614
KVD,Kelvindale Rail Station,255670,669125,2,NS 55670 69125,55.893554,-4.3095725
DEA,Deal Rail Station,637424,152584,2,TR 37424 52584,51.223043,1.3988469
DEN,Dean Rail Station,425695,127075,2,SU 25695 27075,51.042459,-1.6348670
DGY,Deganwy Rail Station,277900,379100,1,SH 77900 79100,53.294746,-3.8333862
DHN,Deighton Rail Station,416490,419140,2,SE 16490 19140,53.668481,-1.7518964
DLM,Delamere Rail Station,355600,370400,1,SJ 55600 70400,53.228774,-2.6665603
DNM,Denham Rail Station,504214,187733,1,TQ 04214 87733,51.578836,-0.49743684
DGC,Denham Golf Club Rail Station,502800,187900,1,TQ 02800 87900,51.580596,-0.51778666
DMK,Denmark Hill Rail Station,532810,176090,1,TQ 32810 76090,51.468201,-0.089360881
DNT,Dent Rail Station,376425,487480,1,SD 76425 87480,54.282407,-2.3635986
DPD,Dorking Deepdene Rail Station,517051,150180,2,TQ 17051 50180,51.238802,-0.32464318
DEP,Deptford Rail Station,537160,177390,1,TQ 37160 77390,51.478846,-0.026270211
DBR,Derby Road (Ipswich) Rail Station,618320,243910,1,TM 18320 43910,52.050553,1.1826433
DPT,Devonport Rail Station,245755,55435,2,SX 45755 55435,50.378532,-4.1707098
DGL,Dingle Road Rail Station,318040,171890,1,ST 18040 71890,51.440052,-3.1805905
DDK,Dagenham Dock Rail Station,548975,182980,2,TQ 48975 82980,51.526088,0.14610289
DID,Didcot Parkway Rail Station,452523,190507,1,SU 52523 90507,51.610953,-1.2428935
DIG,Digby & Sowton Rail Station,296062,91520,2,SX 96062 91520,50.713988,-3.4735604
DMH,Dilton Marsh Rail Station,385585,150000,2,ST 85585 50000,51.248985,-2.2079153
DNS,Dinas Powys Rail Station,315400,171000,1,ST 15400 71000,51.431663,-3.2183515
DMG,Dinas (Rhondda) Rail Station,300570,191980,2,ST 00570 91980,51.617832,-3.4375410
DIN,Dingwall Rail Station,255323,858608,2,NH 55323 58608,57.594234,-4.4221987
DND,Dinsdale Rail Station,434600,513400,1,NZ 34600 13400,54.514727,-1.4670650
DSL,Disley Rail Station,397270,384590,1,SJ 97270 84590,53.358181,-2.0424815
DIS,Diss Rail Station,612730,279660,2,TM 12730 79660,52.373656,1.1236974
DAL,Dalmally Rail Station,215980,727210,2,NN 15980 27210,56.401188,-4.9835520
DAK,Dalmarnock Rail Station,261230,663210,1,NS 61230 63210,55.842084,-4.2177085
DAM,Dalmeny Rail Station,313900,677900,1,NT 13900 77900,55.986317,-3.3816196
DLR,Dalreoch Rail Station,239120,675710,1,NS 39120 75710,55.947414,-4.5778628
DAR,Darlington Rail Station,429400,514000,1,NZ 29400 14000,54.520446,-1.5473238
DWD,Dolwyddelan Rail Station,273740,352190,1,SH 73740 52190,53.052011,-3.8851321
DBC,Dumbarton Central Rail Station,239800,675600,2,NS 39800 75600,55.946653,-4.5669205
DBE,Dumbarton East Rail Station,240580,675080,1,NS 40580 75080,55.942245,-4.5541366
DBD,Denby Dale Rail Station,422400,408500,1,SE 22400 08500,53.572629,-1.6632104
DFE,Dunfermline Town Rail Station,309668,687102,3,NT 09668 87102,56.068189,-3.4525286
DFL,Dunfermline Queen Margaret Rail Station,311630,688440,1,NT 11630 88440,56.080573,-3.4214677
DNL,Dunlop Rail Station,241000,649400,1,NS 41000 49400,55.711878,-4.5323887
DNO,Dunrobin Castle Rail Station,284860,901250,2,NC 84860 01250,57.985532,-3.9489208
DOT,Dunston Rail Station,423025,561770,2,NZ 23025 61770,54.950054,-1.6420444
DTG,Dinting Rail Station,402070,394730,1,SK 02070 94730,53.449329,-1.9702986
DTN,Denton Rail Station,391355,395576,2,SJ 91355 95576,53.456864,-2.1316595
DOC,Dockyard (Plymouth) Rail Station,245398,55850,2,SX 45398 55850,50.382167,-4.1758976
DOD,Dodworth Rail Station,431130,405400,2,SE 31130 05400,53.544323,-1.5316907
DOL,Dolau Rail Station,313920,267110,1,SO 13920 67110,52.295349,-3.2636203
DLH,Doleham Rail Station,583550,116480,2,TQ 83550 16480,50.918587,0.60997476
DLG,Dolgarrog Rail Station,278309,367024,1,SH 78309 67024,53.186346,-3.8226361
DON,Doncaster Rail Station,457125,403175,2,SE 57125 03175,53.522148,-1.1398452
DOR,Dore & Totley Rail Station,432380,381300,2,SK 32380 81300,53.327633,-1.5152976
DDG,Dorridge Rail Station,416920,274920,1,SP 16920 74920,52.372067,-1.7529003
DKG,Dorking Rail Station,517073,150417,1,TQ 17073 50417,51.240928,-0.32425077
DMS,Dormans Rail Station,539662,141508,1,TQ 39662 41508,51.155790,-0.0043082624
DVP,Dover Priory Rail Station,631380,141464,1,TR 31380 41464,51.125699,1.3052936
DVC,Dovercourt Rail Station,625597,231777,2,TM 25597 31777,51.938737,1.2806110
DVY,Dovey Junction Rail Station,269690,298020,1,SN 69690 98020,52.564357,-3.9239021
DOW,Downham Market Rail Station,560300,303330,1,TF 60300 03330,52.604107,0.36568107
DRG,Drayton Green Rail Station,515960,181065,2,TQ 15960 81065,51.516615,-0.33019424
DBY,Derby Rail Station,436201,335550,1,SK 36201 35550,52.916158,-1.4630769
DCH,Dorchester South Rail Station,369223,90053,1,SY 69223 90053,50.709290,-2.4372427
DCW,Dorchester West Rail Station,368850,90240,1,SY 68850 90240,50.710952,-2.4425409
DRM,Drem Rail Station,351080,679410,1,NT 51080 79410,56.005121,-2.7860478
DHM,Durham Rail Station,427000,542800,1,NZ 27000 42800,54.779389,-1.5817520
DRF,Driffield Rail Station,502700,457300,2,TA 02700 57300,54.001527,-0.43466500
DRI,Drigg Rail Station,306340,498900,1,SD 06340 98900,54.376958,-3.4434129
DKT,Dorking West Rail Station,515987,149869,1,TQ 15987 49869,51.236224,-0.33997855
DMC,Drumchapel Rail Station,252380,670490,2,NS 52380 70490,55.904811,-4.3628787
DFR,Drumfrochar Rail Station,226800,675500,1,NS 26800 75500,55.941246,-4.7747659
DRU,Drumgelloch Rail Station,278140,665515,2,NS 78140 65515,55.867352,-3.9488820
DUR,Durrington-on-Sea Rail Station,512000,103200,1,TQ 12000 03200,50.817526,-0.41146869
DRO,Dronfield Rail Station,435500,378400,1,SK 35500 78400,53.301367,-1.4687786
DRT,Darton Rail Station,431100,410300,1,SE 31100 10300,53.588366,-1.5316574
DTW,Droitwich Spa Rail Station,389290,263350,2,SO 89290 63350,52.268201,-2.1583631
DMY,Drumry Rail Station,250967,670514,1,NS 50967 70514,55.904590,-4.3854722
DYP,Drayton Park Rail Station,531445,185465,2,TQ 31445 85465,51.552768,-0.10550901
DNG,Dunton Green Rail Station,551454,157500,1,TQ 51454 57500,51.296489,0.17093712
DUD,Duddeston Rail Station,408830,287835,1,SP 08830 87835,52.488361,-1.8713905
DDP,Dudley Port Rail Station,396740,291865,1,SO 96740 91865,52.524650,-2.0494796
DFI,Duffield Rail Station,434604,343575,2,SK 34604 43575,52.988399,-1.4859717
DRN,Duirinish Rail Station,177845,831521,2,NG 77845 31521,57.319975,-5.6913159
DST,Duke Street Rail Station,261580,665020,1,NS 61580 65020,55.858435,-4.2130475
DUL,Dullingham Rail Station,561832,258575,2,TL 61832 58575,52.201649,0.36666383
DUM,Dumbreck Rail Station,256010,663666,3,NS 56010 63666,55.844647,-4.3012390
DMF,Dumfries Rail Station,297660,576520,2,NX 97660 76520,55.072555,-3.6043032
DMP,Dumpton Park Rail Station,638670,166307,1,TR 38670 66307,51.345698,1.4258186
DBL,Dunblane Rail Station,278110,700990,2,NN 78110 00990,56.185888,-3.9654859
DUN,Dunbar Rail Station,368080,678490,1,NT 68080 78490,55.998292,-2.5133461
DCG,Duncraig Rail Station,181207,833239,2,NG 81207 33239,57.337000,-5.6371305
DEE,Dundee Rail Station,340242,729793,1,NO 40242 29793,56.456485,-2.9712045
DKD,Dunkeld & Birnam Rail Station,303080,741680,1,NO 03080 41680,56.557055,-3.5783989
CDU,Cam & Dursley Rail Station,375290,202160,1,SO 75290 02160,51.717617,-2.3590827
DVH,Dove Holes Rail Station,407445,378125,2,SK 07445 78125,53.300026,-1.8897515
DEW,Dewsbury Rail Station,424325,421805,3,SE 24325 21805,53.692130,-1.6331064
DYC,Dyce Rail Station,388480,812780,1,NJ 88480 12780,57.205648,-2.1923223
DYF,Dyffryn Ardudwy Rail Station,258170,323330,1,SH 58170 23330,52.788850,-4.1046436
EAL,Ealing Broadway Rail Station,517938,180913,1,TQ 17938 80913,51.514840,-0.30175176
ELD,Earlswood (Surrey) Rail Station,527820,149160,1,TQ 27820 49160,51.227327,-0.17082306
EBK,Eastbrook Rail Station,316260,171650,1,ST 16260 71650,51.437634,-3.2061374
EBL,East Boldon Rail Station,437230,561460,1,NZ 37230 61460,54.946414,-1.4203139
EBN,Eastbourne Rail Station,560959,99124,1,TV 60959 99124,50.769376,0.28124693
EBD,Ebbsfleet International Rail Station,561394,174108,0,TQ 61394 74108,51.442972,0.32092084
EBV,Ebbw Vale Parkway Rail Station,317539,207172,0,SO 17539 07172,51.757142,-3.1961027
ECC,Eccles Rail Station,377900,398790,1,SJ 77900 98790,53.485357,-2.3345143
ECS,Eccles Road Rail Station,601820,290030,1,TM 01820 90030,52.470882,0.96991722
ECL,Eccleston Park Rail Station,348270,392950,1,SJ 48270 92950,53.430785,-2.7800415
ECR,East Croydon Rail Station,532841,165770,2,TQ 32841 65770,51.375452,-0.092779697
EDL,Edale Rail Station,412300,385360,2,SK 12300 85360,53.364970,-1.8166262
EDG,Edge Hill Rail Station,337170,389950,1,SJ 37170 89950,53.402615,-2.9464829
EDY,East Didsbury Rail Station,385340,390300,1,SJ 85340 90300,53.409307,-2.2219963
EDB,Edinburgh Rail Station,325900,673900,1,NT 25900 73900,55.952391,-3.1882276
EDP,Edinburgh Park Rail Station,318390,671270,1,NT 18390 71270,55.927549,-3.3076641
EDR,Edmonton Green Rail Station,534310,193570,1,TQ 34310 93570,51.624927,-0.061112492
EBR,Edenbridge Rail Station,544040,147487,2,TQ 44040 47487,51.208434,0.060646265
EBT,Edenbridge Town Rail Station,544522,146571,1,TQ 44522 46571,51.200081,0.067173020
EDN,Eden Park Rail Station,537420,167520,3,TQ 37420 67520,51.390089,-0.026355157
EDW,East Dulwich Rail Station,533440,175360,2,TQ 33440 75360,51.461493,-0.080571697
EFL,East Farleigh Rail Station,573484,153607,1,TQ 73484 53607,51.255236,0.48472895
EFF,Effingham Junction Rail Station,510271,155892,2,TQ 10271 55892,51.291494,-0.41996540
EGG,Eggesford Rail Station,268230,111480,1,SS 68230 11480,50.887735,-3.8747451
EGH,Egham Rail Station,501143,171073,1,TQ 01143 71073,51.429645,-0.54651221
EAG,Eaglescliffe Rail Station,442200,515100,1,NZ 42200 15100,54.529430,-1.3494370
EGF,East Garforth Rail Station,441565,433035,2,SE 41565 33035,53.791976,-1.3705368
EGR,East Grinstead Rail Station,538800,138200,2,TQ 38800 38200,51.126272,-0.017900092
EGT,Egton Rail Station,480430,505380,2,NZ 80430 05380,54.437480,-0.76146493
EKL,East Kilbride Rail Station,263310,654670,2,NS 63310 54670,55.766002,-4.1802269
ESL,Eastleigh Rail Station,445732,119071,2,SU 45732 19071,50.969248,-1.3500845
ELG,Elgin Rail Station,321823,862199,1,NJ 21823 62199,57.642908,-3.3112459
ELE,Elmers End Rail Station,535790,168390,1,TQ 35790 68390,51.398300,-0.049434715
ESW,Elmswell Rail Station,598970,263980,1,TL 98970 63980,52.238039,0.91258945
ESD,Elmstead Woods Rail Station,542250,170660,1,TQ 42250 70660,51.417116,0.044274063
EPH,Elephant & Castle Rail Station,532085,178945,4,TQ 32085 78945,51.494027,-0.098725573
ELR,Elsecar Rail Station,438080,400370,1,SE 38080 00370,53.498657,-1.4274238
ESM,Elsenham Rail Station,553321,227014,1,TL 53321 27014,51.920544,0.22807028
ELP,Ellesmere Port Rail Station,340330,376510,2,SJ 40330 76510,53.282189,-2.8964225
ELW,Eltham Rail Station,542700,174960,3,TQ 42700 74960,51.455642,0.052472335
ELO,Elton & Orston Rail Station,476990,340030,2,SK 76990 40030,52.952135,-0.85551239
ELS,Elstree & Borehamwood Rail Station,519080,196320,2,TQ 19080 96320,51.653068,-0.28008153
EWD,Earlswood (West Midlands) Rail Station,409550,274290,1,SP 09550 74290,52.366580,-1.8611695
ELY,Ely Rail Station,554350,279440,2,TL 54350 79440,52.391228,0.26682759
EML,East Malling Rail Station,570200,156900,1,TQ 70200 56900,51.285808,0.43928028
EMD,East Midlands Parkway Rail Station,449707,329794,3,SK 49707 29794,52.863343,-1.2631136
EMP,Emerson Park Rail Station,553965,187865,2,TQ 53965 87865,51.568641,0.22011324
EMS,Emsworth Rail Station,474825,106325,2,SU 74825 06325,50.851613,-0.93842971
ENC,Enfield Chase Rail Station,532180,196666,2,TQ 32180 96666,51.653252,-0.090696368
ENL,Enfield Lock Rail Station,536427,198745,2,TQ 36427 98745,51.670920,-0.028532462
ENF,Enfield Town Rail Station,532970,196550,2,TQ 32970 96550,51.652024,-0.079327639
ENT,Entwistle Rail Station,372700,417800,1,SD 72700 17800,53.655975,-2.4145447
EPD,Epsom Downs Rail Station,522806,159759,1,TQ 22806 59759,51.323686,-0.23895484
EPS,Epsom Rail Station,520700,160900,1,TQ 20700 60900,51.334391,-0.26877767
ERD,Erdington Rail Station,410985,292280,2,SP 10985 92280,52.528283,-1.8395089
ERI,Eridge Rail Station,554271,134488,1,TQ 54271 34488,51.088964,0.20143172
ERH,Erith Rail Station,551130,178100,2,TQ 51130 78100,51.481669,0.17505445
EAD,Earlsfield Rail Station,526050,173040,2,TQ 26050 73040,51.442335,-0.18771493
ERL,Earlestown Rail Station,357750,395120,1,SJ 57750 95120,53.451135,-2.6376632
EAR,Earley Rail Station,475300,171900,1,SU 75300 71900,51.441098,-0.91798819
ESH,Esher Rail Station,514696,165824,1,TQ 14696 65824,51.379889,-0.35333783
EST,Easterhouse Rail Station,268210,664960,1,NS 68210 64960,55.859755,-4.1071763
EXR,Essex Road Rail Station,532120,184140,1,TQ 32120 84140,51.540704,-0.096276056
MTC,Mitcham Eastfields Rail Station,528445,169250,1,TQ 28445 69250,51.407737,-0.15464603
ERA,Eastham Rake Rail Station,334721,379404,3,SJ 34721 79404,53.307537,-2.9811324
EGN,Eastrington Rail Station,480034,429437,1,SE 80034 29437,53.755160,-0.78763037
ETC,Etchingham Rail Station,571431,126301,1,TQ 71431 26301,51.010544,0.44235628
ETL,East Tilbury Rail Station,567634,178969,1,TQ 67634 78969,51.484830,0.41292779
EUS,London Euston Rail Station,529545,182675,2,TQ 29545 82675,51.528135,-0.13392363
EBA,Euxton Balshaw Lane Rail Station,355688,418431,2,SD 55688 18431,53.660478,-2.6720234
EVE,Evesham Rail Station,403706,244452,2,SP 03706 44452,52.098395,-1.9473135
EWE,Ewell East Rail Station,522569,162158,1,TQ 22569 62158,51.345298,-0.24152963
EWW,Ewell West Rail Station,521480,162660,1,TQ 21480 62660,51.350043,-0.25698661
EWR,East Worthing Rail Station,515975,103745,1,TQ 15975 03745,50.821643,-0.35489374
EXC,Exeter Central Rail Station,291875,92995,2,SX 91875 92995,50.726482,-3.5332764
EXD,Exeter St Davids Rail Station,291175,93320,3,SX 91175 93320,50.729273,-3.5432861
EXT,Exeter St Thomas Rail Station,291461,91965,2,SX 91461 91965,50.717146,-3.5388362
EXG,Exhibition Centre (Glasgow) Rail Station,257177,665510,2,NS 57177 65510,55.861549,-4.2835887
EXM,Exmouth Rail Station,300002,81170,1,SY 00002 81170,50.621633,-3.4149716
EXN,Exton Rail Station,298043,86399,1,SX 98043 86399,50.668302,-3.4440962
EYN,Eynsford Rail Station,553565,164934,1,TQ 53565 64934,51.362719,0.20439313
FRL,Fairlie Rail Station,221030,654640,1,NS 21030 54640,55.751941,-4.8532673
FCN,Falconwood Rail Station,544553,175403,2,TQ 44553 75403,51.459153,0.079304481
FKG,Falkirk Grahamston Rail Station,288780,680290,1,NS 88780 80290,56.002612,-3.7850460
FKK,Falkirk High Rail Station,288300,679100,1,NS 88300 79100,55.991814,-3.7922440
FAL,Falmouth Docks Rail Station,181777,32322,1,SW 81777 32322,50.150706,-5.0560280
FMT,Falmouth Town Rail Station,181130,32085,4,SW 81130 32085,50.148339,-5.0649348
NFA,North Fambridge Rail Station,585622,197826,2,TQ 85622 97826,51.648582,0.68165880
FMR,Falmer Rail Station,534700,108700,1,TQ 34700 08700,50.862127,-0.087385503
FRM,Fareham Rail Station,456971,106257,4,SU 56971 06257,50.853032,-1.1920372
FNH,Farnham Rail Station,484446,146548,3,SU 84446 46548,51.211903,-0.79242716
FLD,Fauldhouse Rail Station,292380,660140,1,NS 92380 60140,55.822472,-3.7193186
FAV,Faversham Rail Station,601585,160924,1,TR 01585 60924,51.311712,0.89104490
FGT,Faygate Rail Station,521728,134388,2,TQ 21728 34388,51.095889,-0.26301866
FAZ,Fazakerley Rail Station,337916,397336,2,SJ 37916 97336,53.469083,-2.9367232
FRN,Fearn Rail Station,281518,878244,2,NH 81518 78244,57.778141,-3.9939356
FEL,Feltham Rail Station,510600,173300,1,TQ 10600 73300,51.447897,-0.40983823
FST,London Fenchurch Street Rail Station,533410,180940,2,TQ 33410 80940,51.511644,-0.078896765
FNT,Feniton Rail Station,309485,99355,2,SY 09485 99355,50.786675,-3.2854177
FER,Fernhill Rail Station,303600,199560,1,ST 03600 99560,51.686493,-3.3958826
FRY,Ferriby Rail Station,498570,425560,1,SE 98570 25560,53.717153,-0.50783046
FFA,Ffairfach Rail Station,262900,221200,1,SN 62900 21200,51.872473,-3.9928593
FGH,Fishguard Harbour Rail Station,195200,239000,1,SM 95200 39000,52.011541,-4.9856419
FGW,Fishguard & Goodwick Rail Station,194535,238200,0,SM 94535 38200,52.004112,-4.9948377
FIL,Filey Rail Station,511370,480690,3,TA 11370 80690,54.209857,-0.29384939
FIT,Filton Abbey Wood Rail Station,361060,178595,1,ST 61060 78595,51.504937,-2.5624305
FIN,Finstock Rail Station,436647,217265,1,SP 36647 17265,51.852780,-1.4693430
FSK,Fiskerton Rail Station,473000,352000,1,SK 73000 52000,53.060272,-0.91218756
FZW,Fitzwilliam Rail Station,441475,415290,2,SE 41475 15290,53.632499,-1.3742731
FWY,Five Ways Rail Station,406010,285910,1,SP 06010 85910,52.471093,-1.9129543
FLE,Fleet Rail Station,481626,155260,1,SU 81626 55260,51.290633,-0.83080565
FLM,Flimby Rail Station,302070,533800,4,NY 02070 33800,54.689685,-3.5207400
FLN,Flint Rail Station,324500,373100,3,SJ 24500 73100,53.249522,-3.1329931
FLT,Flitwick Rail Station,503390,234980,1,TL 03390 34980,52.003640,-0.49525786
FLI,Flixton Rail Station,374575,394184,2,SJ 74575 94184,53.443806,-2.3842464
FKC,Folkestone Central Rail Station,622084,136286,1,TR 22084 36286,51.082886,1.1694823
FKW,Folkestone West Rail Station,620985,136428,2,TR 20985 36428,51.084585,1.1539034
FOC,Falls of Cruachan Rail Station,207990,726750,1,NN 07990 26750,56.393882,-5.1124776
FLF,Flowery Field Rail Station,394716,396126,2,SJ 94716 96126,53.461853,-2.0810529
FLX,Felixstowe Rail Station,630250,235146,4,TM 30250 35146,51.967071,1.3504351
FNY,Finchley Road & Frognal Rail Station,526070,185050,1,TQ 26070 85050,51.550264,-0.18314060
FPK,Finsbury Park Rail Station,531358,186746,2,TQ 31358 86746,51.564300,-0.10628497
FOD,Ford Rail Station,500215,104280,2,TQ 00215 04280,50.829392,-0.57841001
FOH,Forest Hill Rail Station,535410,172940,2,TQ 35410 72940,51.439278,-0.053157102
FBY,Formby Rail Station,329150,406850,1,SD 29150 06850,53.553476,-3.0709077
FOR,Forres Rail Station,302950,858920,1,NJ 02950 58920,57.609795,-3.6259496
FRS,Forsinard Rail Station,289100,942500,1,NC 89100 42500,58.356898,-3.8968802
FOK,Four Oaks Rail Station,411750,298010,1,SP 11750 98010,52.579778,-1.8280317
FOX,Foxfield Rail Station,320880,485460,2,SD 20880 85460,54.258666,-3.2160615
FXN,Foxton Rail Station,540885,248760,2,TL 40885 48760,52.119212,0.056308095
FRT,Frant Rail Station,560739,136362,1,TQ 60739 36362,51.104027,0.29454306
FTN,Fratton Rail Station,465360,100050,1,SU 65360 00050,50.796337,-1.0739827
FRB,Fairbourne Rail Station,261600,312900,1,SH 61600 12900,52.696040,-4.0494133
FNB,Farnborough (Main) Rail Station,486850,156010,1,SU 86850 56010,51.296604,-0.75572569
FNN,Farnborough North Rail Station,487725,156630,1,SU 87725 56630,51.302043,-0.74302689
FRD,Frodsham Rail Station,351870,377895,2,SJ 51870 77895,53.295813,-2.7235668
FFD,Freshford Rail Station,379130,160370,1,ST 79130 60370,51.342028,-2.3010084
FRF,Fairfield Rail Station,390421,397183,2,SJ 90421 97183,53.471292,-2.1457749
FML,Frimley Rail Station,487430,157717,1,SU 87430 57717,51.311860,-0.74699133
FRI,Frinton-on-Sea Rail Station,623525,220426,4,TM 23525 20426,51.837681,1.2431706
FNC,Farncombe Rail Station,497600,145140,1,SU 97600 45140,51.197152,-0.60454885
ZFD,Farringdon (London) Rail Station,531560,181840,2,TQ 31560 81840,51.520165,-0.10520467
FNR,Farningham Road Rail Station,555595,169330,2,TQ 55595 69330,51.401664,0.23545206
FNW,Farnworth Rail Station,374400,406000,1,SD 74400 06000,53.550002,-2.3878496
FRO,Frome Rail Station,378450,147610,1,ST 78450 47610,51.227269,-2.3099967
FRR,Frosterley Rail Station,402390,536890,0,NZ 02390 36890,54.726993,-1.9644114
FRE,Freshfield Rail Station,329110,408250,1,SD 29110 08250,53.566052,-3.0718294
FOG,Forest Gate Rail Station,540458,185335,2,TQ 40458 85335,51.549430,0.024352820
FTM,Fort Matilda Rail Station,225600,677530,1,NS 25600 77530,55.959030,-4.7952674
FTW,Fort William Rail Station,210531,774186,1,NN 10531 74186,56.820443,-5.1061432
FRW,Fairwater Rail Station,314440,177940,1,ST 14440 77940,51.493905,-3.2338394
FZH,Frizinghall Rail Station,415305,436035,2,SE 15305 36035,53.820368,-1.7690011
FSB,Fishbourne Rail Station,483530,105060,1,SU 83530 05060,50.839050,-0.81508421
FSG,Fishersgate Rail Station,525483,105366,1,TQ 25483 05366,50.834233,-0.21942323
FEN,Fenny Stratford Rail Station,488245,234292,2,SP 88245 34292,52.000067,-0.71599733
FEA,Featherstone Rail Station,442475,420480,2,SE 42475 20480,53.679065,-1.3584441
FLW,Fulwell Rail Station,514830,171840,1,TQ 14830 71840,51.433933,-0.34946760
FNV,Furness Vale Rail Station,400840,383540,1,SK 00840 83540,53.348750,-1.9888446
FZP,Furze Platt Rail Station,488294,182334,1,SU 88294 82334,51.533019,-0.72847279
FYS,Ferryside Rail Station,236600,210400,1,SN 36600 10400,51.768365,-4.3694581
SGB,Smethwick Galton Bridge Rail Station,401420,289320,1,SP 01420 89320,52.501779,-1.9805109
SGB,Smethwick Galton Bridge High Level Rail Station,401421,289320,3,SP 01421 89320,52.501779,-1.9804962
GRF,Garforth Rail Station,440785,433540,2,SE 40785 33540,53.796576,-1.3823096
GAR,Garrowhill Rail Station,266800,664500,1,NS 66800 64500,55.855237,-4.1294604
GSD,Garsdale Rail Station,378870,491810,2,SD 78870 91810,54.321428,-2.3263535
GTH,Garth (Powys) Rail Station,295380,249430,1,SN 95380 49430,52.133235,-3.5299071
GVE,Garve Rail Station,239500,861300,2,NH 39500 61300,57.613040,-4.6883950
GSW,Garswood Rail Station,355500,399300,1,SJ 55500 99300,53.488519,-2.6721345
GST,Gathurst Rail Station,354100,407200,1,SD 54100 07200,53.559401,-2.6943932
GTY,Gatley Rail Station,384720,388477,2,SJ 84720 88477,53.392903,-2.2312340
GBL,Gainsborough Lea Road Rail Station,482000,388400,1,SK 82000 88400,53.386087,-0.76857956
GBK,Greenbank Rail Station,364450,372850,2,SJ 64450 72850,53.251463,-2.5342706
GNB,Gainsborough Central Rail Station,481900,389900,1,SK 81900 89900,53.399583,-0.76969407
GOD,Godalming Rail Station,496622,143946,1,SU 96622 43946,51.186585,-0.61886231
GER,Gerrards Cross Rail Station,500184,188785,1,TQ 00184 88785,51.589021,-0.55527540
GNF,Greenfield Rail Station,399180,404690,2,SD 99180 04690,53.538856,-2.0138435
GFD,Greenford Rail Station,514810,183900,2,TQ 14810 83900,51.542330,-0.34583719
GIG,Giggleswick Rail Station,380275,462915,2,SD 80275 62915,54.061799,-2.3028477
GUI,Guide Bridge Rail Station,392550,397550,1,SJ 92550 97550,53.474626,-2.1137106
GDP,Gidea Park Rail Station,552940,189310,1,TQ 52940 89310,51.581902,0.20596431
GFN,Giffnock Rail Station,256375,659125,2,NS 56375 59125,55.803988,-4.2930141
GIP,Gipsy Hill Rail Station,533321,171235,2,TQ 33321 71235,51.424451,-0.083835916
GIR,Girvan Rail Station,219030,598380,1,NX 19030 98380,55.246311,-4.8483812
GLS,Glaisdale Rail Station,478330,505555,2,NZ 78330 05555,54.439380,-0.79378779
GLH,Glasshoughton Rail Station,443530,423825,2,SE 43530 23825,53.709041,-1.3420051
GLZ,Glazebrook Rail Station,369555,392495,2,SJ 69555 92495,53.428358,-2.4596574
GBD,Gilberdyke Rail Station,483700,428700,1,SE 83700 28700,53.747962,-0.73224341
